File_path,File_name,Instrument,Start_time,End_time,Index,Instrument_encoded,Instrument_0,Instrument_1,Instrument_2,Instrument_3,Instrument_4
/content/drive/MyDrive/Drums/Snare_05_One_Shot.wav,Snare_05_One_Shot,Snare,0,0.35002267573696144,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_08_One_Shot.wav,Snare_08_One_Shot,Snare,0,0.5,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_07_One_Shot.wav,Snare_07_One_Shot,Snare,0,0.8695691609977324,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_04_One_Shot.wav,Snare_04_One_Shot,Snare,0,0.4500226757369615,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_06_One_Shot.wav,Snare_06_One_Shot,Snare,0,0.8695691609977324,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_15_One_Shot.wav,Snare_15_One_Shot,Snare,0,0.1,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/BA_snare_one_shot_hot.wav,BA_snare_one_shot_hot,Snare,0,1.8461678004535147,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_One_Shot_02.wav,Snare_One_Shot_02,Snare,0,1.0819954648526078,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_One_Shot_03.wav,Snare_One_Shot_03,Snare,0,0.5216780045351473,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_One_Shot_01.wav,Snare_One_Shot_01,Snare,0,0.054285714285714284,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_One_Shot_04.wav,Snare_One_Shot_04,Snare,0,0.1414965986394558,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_One_Shot.wav,Snare_One_Shot,Snare,0,0.2473922902494331,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_One_Shot_01 (1).wav,Snare_One_Shot_01 (1),Snare,0,0.9302494331065759,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/One_Shot_ Snare.wav,One_Shot_ Snare,Snare,0,5.142857142857143,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/One_Shot_ Snare (1).wav,One_Shot_ Snare (1),Snare,0,4.337369614512472,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_One_Shot_02 (1).wav,Snare_One_Shot_02 (1),Snare,0,0.14,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/One_Shot_ Snare (2).wav,One_Shot_ Snare (2),Snare,0,2.4,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_01_One_Shot (1).wav,Snare_01_One_Shot (1),Snare,0,0.631609977324263,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_04_One_Shot (1).wav,Snare_04_One_Shot (1),Snare,0,0.631609977324263,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_06_One_Shot (1).wav,Snare_06_One_Shot (1),Snare,0,0.631609977324263,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_07_One_Shot (1).wav,Snare_07_One_Shot (1),Snare,0,0.631609977324263,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_05_One_Shot (1).wav,Snare_05_One_Shot (1),Snare,0,0.631609977324263,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_03_One_Shot (1).wav,Snare_03_One_Shot (1),Snare,0,0.631609977324263,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare_02_One_Shot (1).wav,Snare_02_One_Shot (1),Snare,0,0.631609977324263,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare One Shot_3.wav,Snare One Shot_3,Snare,0,0.4,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare One Shot_1.wav,Snare One Shot_1,Snare,0,0.4,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare One Shot_2.wav,Snare One Shot_2,Snare,0,0.4,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare One Shot_1 (1).wav,Snare One Shot_1 (1),Snare,0,1.7142857142857142,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare One Shot_3 (1).wav,Snare One Shot_3 (1),Snare,0,1.7142857142857142,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare One Shot_2 (1).wav,Snare One Shot_2 (1),Snare,0,1.7142857142857142,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare One Shot_3 (2).wav,Snare One Shot_3 (2),Snare,0,0.42857142857142855,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare One Shot_2 (2).wav,Snare One Shot_2 (2),Snare,0,0.42857142857142855,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/Snare One Shot_1 (2).wav,Snare One Shot_1 (2),Snare,0,0.42857142857142855,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/One_Shot_ Snare 808.wav,One_Shot_ Snare 808,Snare,0,5.454557823129251,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/LR_snare_one_shot_chop.wav,LR_snare_one_shot_chop,Snare,0,0.49587301587301585,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/One_Shot_Robin_Snare.wav,One_Shot_Robin_Snare,Snare,0,0.10712018140589569,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/AST_BLC3_snare_one_shot_flare.wav,AST_BLC3_snare_one_shot_flare,Snare,0,0.08081632653061224,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closed-hat.wav,closed-hat,Closed Hat,0,0.08884353741496599,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closed-hi-hat.wav,closed-hi-hat,Closed Hat,0,0.0637641723356009,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closed-hat (1).wav,closed-hat (1),Closed Hat,0,0.08244897959183674,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closed-hat (2).wav,closed-hat (2),Closed Hat,0,0.15587301587301589,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/808 (147).wav,808 (147),808,0,1.9228571428571428,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (65).wav,808 (65),808,0,0.6474829931972789,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (32).wav,808 (32),808,0,1.7142857142857142,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (133).wav,808 (133),808,0,0.848344671201814,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! 808 (13)🛰🥤.wav,730! 808 (13)🛰🥤,808,0,0.8040362811791383,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (81).wav,SNARE (81),Snare,0,1.0,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (100).wav,808 (100),808,0,4.50843537414966,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (72).wav,SNARE (72),Snare,0,0.15002267573696146,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (115).wav,SNARE (115),Snare,0,1.5117460317460318,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (21).wav,808 (21),808,0,0.9643083900226758,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (130).wav,808 (130),808,0,1.6783219954648525,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (46).wav,808 (46),808,0,1.7142857142857142,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (67).wav,SNARE (67),Snare,0,0.9375056689342404,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (3).wav,808 (3),808,0,6.019546485260771,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (37).wav,SNARE (37),Snare,0,0.21482993197278913,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (33).wav,OPEN-HAT (33),Open Hat,0,1.507845804988662,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/730! 808 (68)🛰🥤.wav,730! 808 (68)🛰🥤,808,0,0.8932426303854876,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (35).wav,OPEN-HAT (35),Open Hat,0,1.0759183673469388,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (152).wav,808 (152),808,0,2.745215419501134,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (133).wav,SNARE (133),Snare,0,0.522312925170068,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (1).wav,OPEN-HAT (1),Open Hat,0,0.54421768707483,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (49).wav,SNARE (49),Snare,0,0.6250340136054422,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (66).wav,808 (66),808,0,1.0643537414965987,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (24).wav,808 (24),808,0,7.278684807256236,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! 808 (64)🛰🥤.wav,730! 808 (64)🛰🥤,808,0,0.7643990929705216,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! 808 (25)🛰🥤.wav,730! 808 (25)🛰🥤,808,0,1.0703854875283447,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! 808 (46)🛰🥤.wav,730! 808 (46)🛰🥤,808,0,3.096780045351474,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Open Hat (8)🛰🥤.wav.wav,730! Open Hat (8)🛰🥤,Open Hat,0,0.8794104308390023,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/730! 808 (56)🛰🥤.wav,730! 808 (56)🛰🥤,808,0,1.177687074829932,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Open Hat (7)🛰🥤.wav.wav,730! Open Hat (7)🛰🥤,Open Hat,0,0.5508843537414966,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (31).wav,808 (31),808,0,0.9553741496598639,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (47).wav,808 (47),808,0,2.843764172335601,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Snare (5)🛰🥤.wav.wav,730! Snare (5)🛰🥤,Snare,0,0.7500226757369615,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/730! 808 (16)🛰🥤.wav,730! 808 (16)🛰🥤,808,0,1.0299773242630386,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! 808 (86)🛰🥤.wav,730! 808 (86)🛰🥤,808,0,1.1466666666666667,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! 808 (42)🛰🥤.wav,730! 808 (42)🛰🥤,808,0,0.9912471655328798,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (106).wav,SNARE (106),Snare,0,1.7142857142857142,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/730! 808 (9)🛰🥤.wav,730! 808 (9)🛰🥤,808,0,0.9808163265306122,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Snare (24)🛰🥤.wav.wav,730! Snare (24)🛰🥤,Snare,0,1.7187755102040816,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (25).wav,SNARE (25),Snare,0,0.9961451247165533,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (144).wav,SNARE (144),Snare,0,0.34616780045351475,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (5).wav,808 (5),808,0,1.5095238095238095,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (8).wav,OPEN-HAT (8),Open Hat,0,1.732154195011338,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (30).wav,OPEN-HAT (30),Open Hat,0,1.507845804988662,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (57).wav,808 (57),808,0,1.8416780045351473,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (9).wav,SNARE (9),Snare,0,0.7675736961451247,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (17).wav,SNARE (17),Snare,0,1.0081632653061225,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (37).wav,OPEN-HAT (37),Open Hat,0,0.2307936507936508,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/730! Open Hat (12)🛰🥤.wav.wav,730! Open Hat (12)🛰🥤,Open Hat,0,0.7430839002267574,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (155).wav,808 (155),808,0,6.475464852607709,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Open Hat (1)🛰🥤.wav.wav,730! Open Hat (1)🛰🥤,Open Hat,0,0.792063492063492,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (129).wav,SNARE (129),Snare,0,0.1547392290249433,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (87).wav,SNARE (87),Snare,0,0.17410430839002267,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (148).wav,808 (148),808,0,3.086530612244898,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (119).wav,SNARE (119),Snare,0,0.10938775510204081,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/730! 808 (30)🛰🥤.wav,730! 808 (30)🛰🥤,808,0,0.9081179138321995,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (33).wav,808 (33),808,0,1.7142857142857142,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Snare (27)🛰🥤.wav.wav,730! Snare (27)🛰🥤,Snare,0,0.07659863945578231,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (50).wav,808 (50),808,0,3.686984126984127,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (136).wav,808 (136),808,0,1.7187755102040816,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (87).wav,808 (87),808,0,2.091337868480726,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Snare (23)🛰🥤.wav.wav,730! Snare (23)🛰🥤,Snare,0,1.7824489795918368,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (158).wav,808 (158),808,0,0.9970975056689343,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Snare (28)🛰🥤.wav.wav,730! Snare (28)🛰🥤,Snare,0,0.07414965986394557,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (129).wav,808 (129),808,0,1.5,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (56).wav,808 (56),808,0,3.179501133786848,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (68).wav,808 (68),808,0,7.384625850340136,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! 808 (79)🛰🥤.wav,730! 808 (79)🛰🥤,808,0,1.0066666666666666,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (139).wav,808 (139),808,0,1.7142857142857142,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Snare (10)🛰🥤.wav.wav,730! Snare (10)🛰🥤,Snare,0,0.7500226757369615,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (146).wav,808 (146),808,0,0.7991383219954649,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (93).wav,SNARE (93),Snare,0,0.3125170068027211,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/730! 808 (44)🛰🥤.wav,730! 808 (44)🛰🥤,808,0,2.7979591836734694,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! 808 (89)🛰🥤.wav,730! 808 (89)🛰🥤,808,0,1.1267120181405896,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (75).wav,808 (75),808,0,3.4285714285714284,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! 808 (52)🛰🥤.wav,730! 808 (52)🛰🥤,808,0,0.974421768707483,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (39).wav,OPEN-HAT (39),Open Hat,0,2.0,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/730! Snare (21)🛰🥤.wav.wav,730! Snare (21)🛰🥤,Snare,0,0.09378684807256236,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/730! Open Hat (25)🛰🥤.wav.wav,730! Open Hat (25)🛰🥤,Open Hat,0,1.486122448979592,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (77).wav,808 (77),808,0,1.4062585034013606,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (86).wav,SNARE (86),Snare,0,0.14852607709750568,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (29).wav,OPEN-HAT (29),Open Hat,0,0.1875283446712018,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (43).wav,SNARE (43),Snare,0,1.0,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (132).wav,808 (132),808,0,1.4821315192743765,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (40).wav,OPEN-HAT (40),Open Hat,0,0.1875283446712018,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (117).wav,808 (117),808,0,1.4182766439909298,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (34).wav,808 (34),808,0,1.7142857142857142,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (122).wav,808 (122),808,0,2.4951927437641723,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (95).wav,808 (95),808,0,0.9782766439909297,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (118).wav,SNARE (118),Snare,0,1.4598185941043085,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/730! 808 (58)🛰🥤.wav,730! 808 (58)🛰🥤,808,0,1.8631746031746033,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (120).wav,808 (120),808,0,1.0,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Open Hat (34)🛰🥤.wav.wav,730! Open Hat (34)🛰🥤,Open Hat,0,1.486122448979592,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (101).wav,SNARE (101),Snare,0,0.06335600907029479,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (48).wav,OPEN-HAT (48),Open Hat,0,0.15628117913832199,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/730! Open Hat (20)🛰🥤.wav.wav,730! Open Hat (20)🛰🥤,Open Hat,0,1.486122448979592,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (78).wav,SNARE (78),Snare,0,1.4651700680272108,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/730! 808 (82)🛰🥤.wav,730! 808 (82)🛰🥤,808,0,1.5174149659863945,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Open Hat (28)🛰🥤.wav.wav,730! Open Hat (28)🛰🥤,Open Hat,0,1.486122448979592,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (12).wav,SNARE (12),Snare,0,1.0808616780045353,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (131).wav,808 (131),808,0,1.0972789115646258,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (51).wav,SNARE (51),Snare,0,0.33346938775510204,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/730! 808 (63)🛰🥤.wav,730! 808 (63)🛰🥤,808,0,0.9395918367346939,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! 808 (6)🛰🥤.wav,730! 808 (6)🛰🥤,808,0,1.2029024943310658,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Open Hat (31)🛰🥤.wav.wav,730! Open Hat (31)🛰🥤,Open Hat,0,0.7430839002267574,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (5).wav,SNARE (5),Snare,0,0.3,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (46).wav,OPEN-HAT (46),Open Hat,0,0.21428571428571427,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (99).wav,808 (99),808,0,3.028843537414966,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (54).wav,SNARE (54),Snare,0,0.13591836734693877,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (119).wav,808 (119),808,0,2.745215419501134,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (47).wav,OPEN-HAT (47),Open Hat,0,1.013424036281179,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (44).wav,OPEN-HAT (44),Open Hat,0,2.470839002267574,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/730! 808 (21)🛰🥤.wav,730! 808 (21)🛰🥤,808,0,0.917687074829932,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/730! Snare (11)🛰🥤.wav.wav,730! Snare (11)🛰🥤,Snare,0,0.85718820861678,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (40).wav,SNARE (40),Snare,0,1.0,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (135).wav,SNARE (135),Snare,0,0.26086167800453514,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (148).wav,SNARE (148),Snare,0,0.15002267573696146,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/730! Snare (9)🛰🥤.wav.wav,730! Snare (9)🛰🥤,Snare,0,0.8036281179138322,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (29).wav,SNARE (29),Snare,0,0.8250793650793651,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (95).wav,SNARE (95),Snare,0,0.3169614512471655,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (143).wav,808 (143),808,0,1.8336961451247165,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (73).wav,SNARE (73),Snare,0,1.9166893424036282,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/730! Open Hat (29)🛰🥤.wav.wav,730! Open Hat (29)🛰🥤,Open Hat,0,0.7430839002267574,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (84).wav,SNARE (84),Snare,0,0.42857142857142855,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (147).wav,SNARE (147),Snare,0,0.3,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (11).wav,808 (11),808,0,1.4745124716553288,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (4).wav,808 (4),808,0,1.83578231292517,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (86).wav,808 (86),808,0,7.384625850340136,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (76).wav,808 (76),808,0,1.0453968253968253,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (51).wav,OPEN-HAT (51),Open Hat,0,0.3,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (26).wav,808 (26),808,0,2.3750113378684805,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/808 (51).wav,808 (51),808,0,3.823174603174603,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (134).wav,SNARE (134),Snare,0,0.3820408163265306,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/730! 808 (2)🛰🥤.wav,730! 808 (2)🛰🥤,808,0,0.85578231292517,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/OPEN-HAT (36).wav,OPEN-HAT (36),Open Hat,0,4.071428571428571,4,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (96).wav,SNARE (96),Snare,0,0.07038548752834467,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/SNARE (65).wav,SNARE (65),Snare,0,0.20199546485260772,2,0,1.0,0.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/808 (39).wav,808 (39),808,0,0.5625396825396826,1,3,0.0,0.0,0.0,1.0,0.0
/content/drive/MyDrive/Drums/SNARE (130).wav,SNARE (130),Snare,0,0.17859410430839,2,0,1.0,0.0,0.0,0.0,0.0
